template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T1236,cart-service,WARN,Slow response detected endpoint=/api/cart latency=758ms,1,2026-06-01T08:39:01.401000+00:00,2026-06-01T08:39:01.401000+00:00,Slow response detected endpoint=/api/cart latency=758ms,1
T1237,cart-service,WARN,Slow response detected endpoint=/api/cart latency=760ms,1,2026-06-01T21:30:24.840000+00:00,2026-06-01T21:30:24.840000+00:00,Slow response detected endpoint=/api/cart latency=760ms,1
T1238,cart-service,WARN,Slow response detected endpoint=/api/cart latency=762ms,1,2026-06-01T16:33:32.652000+00:00,2026-06-01T16:33:32.652000+00:00,Slow response detected endpoint=/api/cart latency=762ms,1
T1239,cart-service,WARN,Slow response detected endpoint=/api/cart latency=768ms,1,2026-06-01T18:31:20.001000+00:00,2026-06-01T18:31:20.001000+00:00,Slow response detected endpoint=/api/cart latency=768ms,1
T1240,cart-service,WARN,Slow response detected endpoint=/api/cart latency=771ms,1,2026-06-01T18:15:10.935000+00:00,2026-06-01T18:15:10.935000+00:00,Slow response detected endpoint=/api/cart latency=771ms,1
T1241,cart-service,WARN,Slow response detected endpoint=/api/cart latency=773ms,1,2026-06-01T21:30:23.875000+00:00,2026-06-01T21:30:23.875000+00:00,Slow response detected endpoint=/api/cart latency=773ms,1
T1242,cart-service,WARN,Slow response detected endpoint=/api/cart latency=776ms,1,2026-06-01T23:35:13.435000+00:00,2026-06-01T23:35:13.435000+00:00,Slow response detected endpoint=/api/cart latency=776ms,1
T1243,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1063ms,1,2026-06-01T19:42:48.463000+00:00,2026-06-01T19:42:48.463000+00:00,Slow response detected endpoint=/api/cart latency=1063ms,1
T1244,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1064ms,1,2026-06-01T18:34:44.018000+00:00,2026-06-01T18:34:44.018000+00:00,Slow response detected endpoint=/api/cart latency=1064ms,1
T1245,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1067ms,1,2026-06-01T17:58:14.680000+00:00,2026-06-01T17:58:14.680000+00:00,Slow response detected endpoint=/api/cart latency=1067ms,1
T1246,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1071ms,1,2026-06-01T22:09:46.037000+00:00,2026-06-01T22:09:46.037000+00:00,Slow response detected endpoint=/api/cart latency=1071ms,1
T1247,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1078ms,1,2026-06-01T14:31:01.552000+00:00,2026-06-01T14:31:01.552000+00:00,Slow response detected endpoint=/api/cart latency=1078ms,1
T1248,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1082ms,1,2026-06-01T23:36:30.496000+00:00,2026-06-01T23:36:30.496000+00:00,Slow response detected endpoint=/api/cart latency=1082ms,1
T1249,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1084ms,1,2026-06-01T21:56:28.740000+00:00,2026-06-01T21:56:28.740000+00:00,Slow response detected endpoint=/api/cart latency=1084ms,1
T1250,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1085ms,1,2026-06-01T07:07:06.341000+00:00,2026-06-01T07:07:06.341000+00:00,Slow response detected endpoint=/api/cart latency=1085ms,1
T1251,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1089ms,1,2026-06-01T21:52:49.905000+00:00,2026-06-01T21:52:49.905000+00:00,Slow response detected endpoint=/api/cart latency=1089ms,1
T1252,cart-service,WARN,Slow response detected endpoint=/api/cart latency=782ms,1,2026-06-01T18:58:06.422000+00:00,2026-06-01T18:58:06.422000+00:00,Slow response detected endpoint=/api/cart latency=782ms,1
T1253,cart-service,WARN,Slow response detected endpoint=/api/cart latency=785ms,1,2026-06-01T18:38:31.938000+00:00,2026-06-01T18:38:31.938000+00:00,Slow response detected endpoint=/api/cart latency=785ms,1
T1254,cart-service,WARN,Slow response detected endpoint=/api/cart latency=787ms,1,2026-06-01T14:31:35.744000+00:00,2026-06-01T14:31:35.744000+00:00,Slow response detected endpoint=/api/cart latency=787ms,1
T1255,cart-service,WARN,Slow response detected endpoint=/api/cart latency=788ms,1,2026-06-01T17:34:00.448000+00:00,2026-06-01T17:34:00.448000+00:00,Slow response detected endpoint=/api/cart latency=788ms,1
T1256,cart-service,WARN,Slow response detected endpoint=/api/cart latency=792ms,1,2026-06-01T17:38:26.758000+00:00,2026-06-01T17:38:26.758000+00:00,Slow response detected endpoint=/api/cart latency=792ms,1
T1257,cart-service,WARN,Slow response detected endpoint=/api/cart latency=799ms,1,2026-06-01T18:21:07.521000+00:00,2026-06-01T18:21:07.521000+00:00,Slow response detected endpoint=/api/cart latency=799ms,1
T1258,cart-service,WARN,Slow response detected endpoint=/api/cart latency=800ms,1,2026-06-01T18:36:17.397000+00:00,2026-06-01T18:36:17.397000+00:00,Slow response detected endpoint=/api/cart latency=800ms,1
T1259,cart-service,WARN,Slow response detected endpoint=/api/cart latency=887ms,1,2026-06-01T21:07:23.772000+00:00,2026-06-01T21:07:23.772000+00:00,Slow response detected endpoint=/api/cart latency=887ms,1
T1260,cart-service,WARN,Slow response detected endpoint=/api/cart latency=888ms,1,2026-06-01T13:19:46.484000+00:00,2026-06-01T13:19:46.484000+00:00,Slow response detected endpoint=/api/cart latency=888ms,1
T1261,cart-service,WARN,Slow response detected endpoint=/api/cart latency=889ms,1,2026-06-01T20:17:18.782000+00:00,2026-06-01T20:17:18.782000+00:00,Slow response detected endpoint=/api/cart latency=889ms,1
T1262,cart-service,WARN,Slow response detected endpoint=/api/cart latency=892ms,1,2026-06-01T19:07:08.392000+00:00,2026-06-01T19:07:08.392000+00:00,Slow response detected endpoint=/api/cart latency=892ms,1
T1263,cart-service,WARN,Slow response detected endpoint=/api/cart latency=899ms,1,2026-06-01T18:15:48.185000+00:00,2026-06-01T18:15:48.185000+00:00,Slow response detected endpoint=/api/cart latency=899ms,1
T1264,cart-service,WARN,Slow response detected endpoint=/api/cart latency=817ms,1,2026-06-01T22:01:23.845000+00:00,2026-06-01T22:01:23.845000+00:00,Slow response detected endpoint=/api/cart latency=817ms,1
T1265,cart-service,WARN,Slow response detected endpoint=/api/cart latency=826ms,1,2026-06-01T15:32:00.129000+00:00,2026-06-01T15:32:00.129000+00:00,Slow response detected endpoint=/api/cart latency=826ms,1
T1266,cart-service,WARN,Slow response detected endpoint=/api/cart latency=828ms,1,2026-06-01T23:07:06.729000+00:00,2026-06-01T23:07:06.729000+00:00,Slow response detected endpoint=/api/cart latency=828ms,1
T1267,cart-service,WARN,Slow response detected endpoint=/api/cart latency=830ms,1,2026-06-01T17:03:46.163000+00:00,2026-06-01T17:03:46.163000+00:00,Slow response detected endpoint=/api/cart latency=830ms,1
T1268,cart-service,WARN,Slow response detected endpoint=/api/cart latency=842ms,1,2026-06-01T23:28:40.559000+00:00,2026-06-01T23:28:40.559000+00:00,Slow response detected endpoint=/api/cart latency=842ms,1
T1269,cart-service,WARN,Slow response detected endpoint=/api/cart latency=843ms,1,2026-06-01T23:05:06.454000+00:00,2026-06-01T23:05:06.454000+00:00,Slow response detected endpoint=/api/cart latency=843ms,1
T1270,cart-service,WARN,Slow response detected endpoint=/api/cart latency=849ms,1,2026-06-01T14:58:24.197000+00:00,2026-06-01T14:58:24.197000+00:00,Slow response detected endpoint=/api/cart latency=849ms,1
T1271,cart-service,WARN,Slow response detected endpoint=/api/cart latency=856ms,1,2026-06-01T22:13:18.970000+00:00,2026-06-01T22:13:18.970000+00:00,Slow response detected endpoint=/api/cart latency=856ms,1
T1272,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1059ms,1,2026-06-01T22:34:53.323000+00:00,2026-06-01T22:34:53.323000+00:00,Slow response detected endpoint=/api/cart latency=1059ms,1
T1273,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1060ms,1,2026-06-01T17:35:23.118000+00:00,2026-06-01T17:35:23.118000+00:00,Slow response detected endpoint=/api/cart latency=1060ms,1
T1274,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1061ms,1,2026-06-01T20:23:43.438000+00:00,2026-06-01T20:23:43.438000+00:00,Slow response detected endpoint=/api/cart latency=1061ms,1
T1275,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1041ms,1,2026-06-01T16:34:15.560000+00:00,2026-06-01T16:34:15.560000+00:00,Slow response detected endpoint=/api/cart latency=1041ms,1
T1276,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1042ms,1,2026-06-01T16:47:32.233000+00:00,2026-06-01T16:47:32.233000+00:00,Slow response detected endpoint=/api/cart latency=1042ms,1
T1277,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1043ms,1,2026-06-01T18:11:38.192000+00:00,2026-06-01T18:11:38.192000+00:00,Slow response detected endpoint=/api/cart latency=1043ms,1
T1278,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1045ms,1,2026-06-01T20:20:05.912000+00:00,2026-06-01T20:20:05.912000+00:00,Slow response detected endpoint=/api/cart latency=1045ms,1
T1279,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1051ms,1,2026-06-01T17:52:07.731000+00:00,2026-06-01T17:52:07.731000+00:00,Slow response detected endpoint=/api/cart latency=1051ms,1
T1280,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1053ms,1,2026-06-01T15:24:00.752000+00:00,2026-06-01T15:24:00.752000+00:00,Slow response detected endpoint=/api/cart latency=1053ms,1
T1281,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1055ms,1,2026-06-01T14:17:57.684000+00:00,2026-06-01T14:17:57.684000+00:00,Slow response detected endpoint=/api/cart latency=1055ms,1
T1282,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1057ms,1,2026-06-01T18:29:36.846000+00:00,2026-06-01T18:29:36.846000+00:00,Slow response detected endpoint=/api/cart latency=1057ms,1
T1283,cart-service,WARN,Slow response detected endpoint=/api/cart latency=859ms,1,2026-06-01T20:21:06.363000+00:00,2026-06-01T20:21:06.363000+00:00,Slow response detected endpoint=/api/cart latency=859ms,1
T1284,cart-service,WARN,Slow response detected endpoint=/api/cart latency=860ms,1,2026-06-01T17:35:40.414000+00:00,2026-06-01T17:35:40.414000+00:00,Slow response detected endpoint=/api/cart latency=860ms,1
T1285,cart-service,WARN,Slow response detected endpoint=/api/cart latency=872ms,1,2026-06-01T12:37:22.737000+00:00,2026-06-01T12:37:22.737000+00:00,Slow response detected endpoint=/api/cart latency=872ms,1
T1286,cart-service,WARN,Slow response detected endpoint=/api/cart latency=875ms,1,2026-06-01T19:29:58.502000+00:00,2026-06-01T19:29:58.502000+00:00,Slow response detected endpoint=/api/cart latency=875ms,1
T1287,cart-service,WARN,Slow response detected endpoint=/api/cart latency=882ms,1,2026-06-01T12:21:26.169000+00:00,2026-06-01T12:21:26.169000+00:00,Slow response detected endpoint=/api/cart latency=882ms,1
T1288,cart-service,WARN,Slow response detected endpoint=/api/cart latency=883ms,1,2026-06-01T21:49:00.239000+00:00,2026-06-01T21:49:00.239000+00:00,Slow response detected endpoint=/api/cart latency=883ms,1
T1289,cart-service,WARN,Slow response detected endpoint=/api/cart latency=884ms,1,2026-06-01T16:10:49.306000+00:00,2026-06-01T16:10:49.306000+00:00,Slow response detected endpoint=/api/cart latency=884ms,1
T1290,cart-service,WARN,Slow response detected endpoint=/api/cart latency=885ms,1,2026-06-01T17:22:48.034000+00:00,2026-06-01T17:22:48.034000+00:00,Slow response detected endpoint=/api/cart latency=885ms,1
T1291,cart-service,WARN,Slow response detected endpoint=/api/cart latency=959ms,1,2026-06-01T19:40:33.907000+00:00,2026-06-01T19:40:33.907000+00:00,Slow response detected endpoint=/api/cart latency=959ms,1
T1292,cart-service,WARN,Slow response detected endpoint=/api/cart latency=980ms,1,2026-06-01T23:53:37.884000+00:00,2026-06-01T23:53:37.884000+00:00,Slow response detected endpoint=/api/cart latency=980ms,1
T1293,cart-service,WARN,Slow response detected endpoint=/api/cart latency=988ms,1,2026-06-01T20:41:26.537000+00:00,2026-06-01T20:41:26.537000+00:00,Slow response detected endpoint=/api/cart latency=988ms,1
T1294,cart-service,WARN,Slow response detected endpoint=/api/cart latency=990ms,1,2026-06-01T16:56:58.957000+00:00,2026-06-01T16:56:58.957000+00:00,Slow response detected endpoint=/api/cart latency=990ms,1
T1295,cart-service,WARN,Slow response detected endpoint=/api/cart latency=991ms,1,2026-06-01T15:40:32.778000+00:00,2026-06-01T15:40:32.778000+00:00,Slow response detected endpoint=/api/cart latency=991ms,1
T1296,cart-service,WARN,Slow response detected endpoint=/api/cart latency=994ms,1,2026-06-01T18:39:19.441000+00:00,2026-06-01T18:39:19.441000+00:00,Slow response detected endpoint=/api/cart latency=994ms,1
T1297,cart-service,WARN,Slow response detected endpoint=/api/cart latency=996ms,1,2026-06-01T17:16:52.389000+00:00,2026-06-01T17:16:52.389000+00:00,Slow response detected endpoint=/api/cart latency=996ms,1
T1298,cart-service,WARN,Health check response time elevated endpoint=/health latency=159ms,1,2026-06-01T06:36:32.112000+00:00,2026-06-01T06:36:32.112000+00:00,Health check response time elevated endpoint=/health latency=159ms,1
T1299,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1002ms,1,2026-06-01T20:03:08.339000+00:00,2026-06-01T20:03:08.339000+00:00,Slow response detected endpoint=/api/cart latency=1002ms,1
T1300,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1005ms,1,2026-06-01T12:43:42.194000+00:00,2026-06-01T12:43:42.194000+00:00,Slow response detected endpoint=/api/cart latency=1005ms,1
T1301,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1010ms,1,2026-06-01T21:28:12.340000+00:00,2026-06-01T21:28:12.340000+00:00,Slow response detected endpoint=/api/cart latency=1010ms,1
T1302,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1012ms,1,2026-06-01T21:28:15.127000+00:00,2026-06-01T21:28:15.127000+00:00,Slow response detected endpoint=/api/cart latency=1012ms,1
T1303,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1016ms,1,2026-06-01T19:36:08.543000+00:00,2026-06-01T19:36:08.543000+00:00,Slow response detected endpoint=/api/cart latency=1016ms,1
T1304,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1017ms,1,2026-06-01T18:16:25.602000+00:00,2026-06-01T18:16:25.602000+00:00,Slow response detected endpoint=/api/cart latency=1017ms,1
T1305,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1018ms,1,2026-06-01T19:32:06.106000+00:00,2026-06-01T19:32:06.106000+00:00,Slow response detected endpoint=/api/cart latency=1018ms,1
T1306,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1026ms,1,2026-06-01T19:25:05.719000+00:00,2026-06-01T19:25:05.719000+00:00,Slow response detected endpoint=/api/cart latency=1026ms,1
T1307,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1705ms,1,2026-06-01T20:21:23.686000+00:00,2026-06-01T20:21:23.686000+00:00,Slow response detected endpoint=/api/cart latency=1705ms,1
T1308,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1709ms,1,2026-06-01T21:47:11.446000+00:00,2026-06-01T21:47:11.446000+00:00,Slow response detected endpoint=/api/cart latency=1709ms,1
T1309,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1710ms,1,2026-06-01T15:38:48.527000+00:00,2026-06-01T15:38:48.527000+00:00,Slow response detected endpoint=/api/cart latency=1710ms,1
T1310,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1712ms,1,2026-06-01T18:06:42.366000+00:00,2026-06-01T18:06:42.366000+00:00,Slow response detected endpoint=/api/cart latency=1712ms,1
T1311,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1718ms,1,2026-06-01T12:00:12.198000+00:00,2026-06-01T12:00:12.198000+00:00,Slow response detected endpoint=/api/cart latency=1718ms,1
T1312,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1719ms,1,2026-06-01T17:48:45.533000+00:00,2026-06-01T17:48:45.533000+00:00,Slow response detected endpoint=/api/cart latency=1719ms,1
T1313,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1721ms,1,2026-06-01T19:49:38.059000+00:00,2026-06-01T19:49:38.059000+00:00,Slow response detected endpoint=/api/cart latency=1721ms,1
T1314,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1722ms,1,2026-06-01T18:55:28.172000+00:00,2026-06-01T18:55:28.172000+00:00,Slow response detected endpoint=/api/cart latency=1722ms,1
T1315,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1724ms,1,2026-06-01T18:34:01.131000+00:00,2026-06-01T18:34:01.131000+00:00,Slow response detected endpoint=/api/cart latency=1724ms,1
T1316,cart-service,WARN,Health check response time elevated endpoint=/health latency=126ms,1,2026-06-01T23:29:17.238000+00:00,2026-06-01T23:29:17.238000+00:00,Health check response time elevated endpoint=/health latency=126ms,1
T1317,cart-service,WARN,Health check response time elevated endpoint=/health latency=127ms,1,2026-06-01T11:26:36.428000+00:00,2026-06-01T11:26:36.428000+00:00,Health check response time elevated endpoint=/health latency=127ms,1
T1318,cart-service,WARN,Slow response detected endpoint=/api/cart latency=941ms,1,2026-06-01T18:17:10.802000+00:00,2026-06-01T18:17:10.802000+00:00,Slow response detected endpoint=/api/cart latency=941ms,1
T1319,cart-service,WARN,Slow response detected endpoint=/api/cart latency=945ms,1,2026-06-01T19:37:31.006000+00:00,2026-06-01T19:37:31.006000+00:00,Slow response detected endpoint=/api/cart latency=945ms,1
